State;Filed week ended;Continued Claims;Covered Employment
Tennessee;07/27/2019;20514;3235868
Tennessee;8/3/2019;20495;3235868
Tennessee;8/10/2019;20176;3235868
Tennessee;08/17/2019;17668;3235868
Tennessee;08/24/2019;1661;3235868
Tennessee;08/31/2019;16597;3235868
Tennessee;9/7/2019;15889;3235868
Tennessee;09/14/2019;16248;3235868
Tennessee;09/21/2019;15831;3235868
Tennessee;09/28/2019;1677;3235868
Tennessee;10/5/2019;1812;3235868
Tennessee;10/12/2019;17866;3250062
Tennessee;10/19/2019;18737;3250062
Tennessee;10/26/2019;18643;3250062
Tennessee;11/2/2019;1797;3250062
Tennessee;11/9/2019;15686;3250062
Tennessee;11/16/2019;15384;3250062
Tennessee;11/23/2019;15588;3250062
Tennessee;11/30/2019;15429;3250062
Tennessee;12/7/2019;16809;3250062
Tennessee;12/14/2019;16589;3250062
Tennessee;12/21/2019;17212;3250062
Tennessee;12/28/2019;17634;3250062
Texas;1/5/2019;123402;11882030
Texas;1/12/2019;129887;11941735
Texas;01/19/2019;128985;11941735
Texas;01/26/2019;123476;11941735
Texas;2/2/2019;121027;11941735
Texas;2/9/2019;115008;11941735
Texas;02/16/2019;117176;11941735
Texas;02/23/2019;117832;11941735
Texas;3/2/2019;11634;11941735
Texas;3/9/2019;112808;11941735
Texas;03/16/2019;113456;11941735
Texas;03/23/2019;117994;11941735
Texas;03/30/2019;113639;11941735
Texas;4/6/2019;111714;11941735
Texas;04/13/2019;107707;12017875
Texas;04/20/2019;107033;12017875
Texas;04/27/2019;111704;12017875
Texas;5/4/2019;109585;12017875
Texas;5/11/2019;108102;12017875
Texas;05/18/2019;110505;12017875
Texas;05/25/2019;11326;12017875
Texas;6/1/2019;113823;12017875
Texas;6/8/2019;117425;12017875
Texas;06/15/2019;120357;12017875
Texas;06/22/2019;12713;12017875
Texas;06/29/2019;124259;12017875
Texas;7/6/2019;123852;12017875
Texas;07/13/2019;128079;12099046
Texas;07/20/2019;128199;12099046
Texas;07/27/2019;129557;12099046
Texas;8/3/2019;127475;12099046
Texas;8/10/2019;124234;12099046
Texas;08/17/2019;123607;12099046
Texas;08/24/2019;123914;12099046
Texas;08/31/2019;118901;12099046
Texas;9/7/2019;116035;12099046
Texas;09/14/2019;115892;12099046
Texas;09/21/2019;115497;12099046
Texas;09/28/2019;111924;12099046
Texas;10/5/2019;113493;12099046
Texas;10/12/2019;107905;12168097
Texas;10/19/2019;113394;12168097
Texas;10/26/2019;111596;12168097
Texas;11/2/2019;114549;12168097
Texas;11/9/2019;111391;12168097
Texas;11/16/2019;112751;12168097
Texas;11/23/2019;120254;12168097
Texas;11/30/2019;115092;12168097
Texas;12/7/2019;13576;12168097
Texas;12/14/2019;122185;12168097
Texas;12/21/2019;133899;12168097
Texas;12/28/2019;11938;12168097
Utah;1/5/2019;11336;1440218
Utah;1/12/2019;11985;1418868
Utah;01/19/2019;12262;1418868
Utah;01/26/2019;12501;1418868
Utah;2/2/2019;12346;1418868
Utah;2/9/2019;1215;1418868
Utah;02/16/2019;12068;1418868
Utah;02/23/2019;11869;1418868
Utah;3/2/2019;1154;1418868
Utah;3/9/2019;11152;1418868
Utah;03/16/2019;10758;1418868
Utah;03/23/2019;1013;1418868
Utah;03/30/2019;9653;1418868
Utah;4/6/2019;9;1418868
Utah;04/13/2019;8001;1431642
Utah;04/20/2019;8146;1431642
Utah;04/27/2019;7785;1431642
Utah;5/4/2019;7362;1431642
Utah;5/11/2019;7084;1431642
Utah;05/18/2019;6906;1431642
Utah;05/25/2019;6854;1431642
Utah;6/1/2019;6778;1431642
Utah;6/8/2019;6723;1431642
Utah;06/15/2019;6653;1431642
Utah;06/22/2019;6832;1431642
Utah;06/29/2019;6676;1431642
Utah;7/6/2019;655;1431642
Utah;07/13/2019;6712;1443356
Utah;07/20/2019;6566;1443356
Utah;07/27/2019;6649;1443356
Utah;8/3/2019;6502;1443356
Utah;8/10/2019;6489;1443356
Utah;08/17/2019;636;1443356
Utah;08/24/2019;6282;1443356
Utah;08/31/2019;5965;1443356
Utah;9/7/2019;5897;1443356
Utah;09/14/2019;5754;1443356
Utah;09/21/2019;5868;1443356
Utah;09/28/2019;5913;1443356
Utah;10/5/2019;5814;1443356
Utah;10/12/2019;5779;1454279
Utah;10/19/2019;5842;1454279
Utah;10/26/2019;5985;1454279
Utah;11/2/2019;6184;1454279
Utah;11/9/2019;6449;1454279
Utah;11/16/2019;6864;1454279
Utah;11/23/2019;736;1454279
Utah;11/30/2019;7783;1454279
Utah;12/7/2019;8628;1454279
Utah;12/14/2019;975;1454279
Utah;12/21/2019;9881;1454279
Utah;12/28/2019;10416;1454279
Vermont;1/5/2019;5755;302514
Vermont;1/12/2019;5718;30224
Vermont;01/19/2019;5485;30224
Vermont;01/26/2019;5307;30224
Vermont;2/2/2019;5415;30224
Vermont;2/9/2019;5353;30224
Vermont;02/16/2019;5384;30224
Vermont;02/23/2019;5183;30224
Vermont;3/2/2019;5351;30224
Vermont;3/9/2019;5445;30224
Vermont;03/16/2019;5219;30224
Vermont;03/23/2019;5147;30224
Vermont;03/30/2019;4841;30224
Vermont;4/6/2019;4675;30224
Vermont;04/13/2019;4381;302624
Vermont;04/20/2019;4399;302624
Vermont;04/27/2019;4431;302624
Vermont;5/4/2019;3875;302624
Vermont;5/11/2019;3289;302624
Vermont;05/18/2019;3179;302624
Vermont;05/25/2019;3203;302624
Vermont;6/1/2019;3;302624
Vermont;6/8/2019;3101;302624
Vermont;06/15/2019;2789;302624
Vermont;06/22/2019;2798;302624
Vermont;06/29/2019;3092;302624
Vermont;7/6/2019;321;302624
Vermont;07/13/2019;3484;302699
Vermont;07/20/2019;3217;302699
Vermont;07/27/2019;3157;302699
Vermont;8/3/2019;3115;302699
Vermont;8/10/2019;3081;302699
Vermont;08/17/2019;2808;302699
Vermont;08/24/2019;2986;302699
Vermont;08/31/2019;2563;302699
Vermont;9/7/2019;193;302699
Vermont;09/14/2019;1904;302699
Vermont;09/21/2019;1799;302699
Vermont;09/28/2019;182;302699
Vermont;10/5/2019;1836;302699
Vermont;10/12/2019;183;303175
Vermont;10/19/2019;183;303175
Vermont;10/26/2019;1975;303175
Vermont;11/2/2019;2044;303175
Vermont;11/9/2019;2372;303175
Vermont;11/16/2019;2707;303175
Vermont;11/23/2019;3092;303175
Vermont;11/30/2019;2976;303175
Vermont;12/7/2019;3951;303175
Vermont;12/14/2019;3569;303175
Vermont;12/21/2019;3491;303175
Vermont;12/28/2019;3937;303175
Virgin Islands;1/5/2019;506;34873
Virgin Islands;1/12/2019;506;33503
Virgin Islands;01/19/2019;624;33503
Virgin Islands;01/26/2019;448;33503
Virgin Islands;2/2/2019;642;33503
Virgin Islands;2/9/2019;586;33503
Virgin Islands;02/16/2019;630;33503
Virgin Islands;02/23/2019;508;33503
Virgin Islands;3/2/2019;652;33503
Virgin Islands;3/9/2019;440;33503
Virgin Islands;03/16/2019;546;33503
Virgin Islands;03/23/2019;426;33503
Virgin Islands;03/30/2019;596;33503
Virgin Islands;4/6/2019;364;33503
Virgin Islands;04/13/2019;536;32447
Virgin Islands;04/20/2019;118;32446
Virgin Islands;04/27/2019;678;32446
Virgin Islands;5/4/2019;270;32446
Virgin Islands;5/11/2019;400;32446
Virgin Islands;05/18/2019;368;32446
Virgin Islands;05/25/2019;472;32446
Virgin Islands;6/1/2019;330;32446
Virgin Islands;6/8/2019;376;32446
Virgin Islands;06/15/2019;408;32446
Virgin Islands;06/22/2019;410;32446
Virgin Islands;06/29/2019;376;32446
Virgin Islands;7/6/2019;348;32446
Virgin Islands;07/13/2019;464;32552
Virgin Islands;07/20/2019;426;32552
Virgin Islands;07/27/2019;496;32552
Virgin Islands;8/3/2019;386;32552
Virgin Islands;8/10/2019;456;32552
Virgin Islands;08/17/2019;474;32552
Virgin Islands;08/24/2019;428;32552
Virgin Islands;08/31/2019;452;32552
Virgin Islands;9/7/2019;458;32552
Virgin Islands;09/14/2019;450;32552
Virgin Islands;09/21/2019;472;32552
Virgin Islands;09/28/2019;474;32552
Virgin Islands;10/5/2019;486;32552
Virgin Islands;10/12/2019;436;33306
Virgin Islands;10/19/2019;492;33306
Virgin Islands;10/26/2019;482;33306
Virgin Islands;11/2/2019;458;33306
Virgin Islands;11/9/2019;520;33306
Virgin Islands;11/16/2019;434;33306
Virgin Islands;11/23/2019;474;33306
Virgin Islands;11/30/2019;362;33306
Virgin Islands;12/7/2019;238;33306
Virgin Islands;12/14/2019;128;33306
Virgin Islands;12/21/2019;678;33306
Virgin Islands;12/28/2019;226;33306
Virginia;1/5/2019;22824;3670247
Virginia;1/12/2019;24191;3685768
Virginia;01/19/2019;23631;3685768
Virginia;01/26/2019;23781;3685768
Virginia;2/2/2019;2411;3685768
Virginia;2/9/2019;237;3685768
Virginia;02/16/2019;23511;3685768
Virginia;02/23/2019;22881;3685768
Virginia;3/2/2019;22742;3685768
Virginia;3/9/2019;22508;3685768
Virginia;03/16/2019;21927;3685768
Virginia;03/23/2019;21525;3685768
Virginia;03/30/2019;20645;3685768
Virginia;4/6/2019;1989;3685768
Virginia;04/13/2019;19164;3700081
Virginia;04/20/2019;18449;3700081
Virginia;04/27/2019;18608;3700081
Virginia;5/4/2019;18478;3700081
Virginia;5/11/2019;17804;3700081
Virginia;05/18/2019;18177;3700081
Virginia;05/25/2019;18363;3700081
Virginia;6/1/2019;18453;3700081
Virginia;6/8/2019;19079;3700081
Virginia;06/15/2019;19463;3700081
Virginia;06/22/2019;19669;3700081
Virginia;06/29/2019;19797;3700081
Virginia;7/6/2019;1897;3700081
Virginia;07/13/2019;20754;3711855
Virginia;07/20/2019;20075;3711855
Virginia;07/27/2019;20197;3711855
Virginia;8/3/2019;19788;3711855
Virginia;8/10/2019;19985;3711855
Virginia;08/17/2019;198;3711855
Virginia;08/24/2019;19257;3711855
Virginia;08/31/2019;18264;3711855
Virginia;9/7/2019;17416;3711855
Virginia;09/14/2019;17843;3711855
Virginia;09/21/2019;17251;3711855
Virginia;09/28/2019;1714;3711855
Virginia;10/5/2019;1684;3711855
Virginia;10/12/2019;16866;3722198
Virginia;10/19/2019;16768;3722198
Virginia;10/26/2019;16889;3722198
Virginia;11/2/2019;17285;3722198
Virginia;11/9/2019;182;3722198
Virginia;11/16/2019;176;3722198
Virginia;11/23/2019;17541;3722198
Virginia;11/30/2019;16997;3722198
Virginia;12/7/2019;19076;3722198
Virginia;12/14/2019;19228;3722198
Virginia;12/21/2019;19437;3722198
Virginia;12/28/2019;19097;3722198
Washington;1/5/2019;67109;3250258
Washington;1/12/2019;67157;3270406
Washington;01/19/2019;64279;3270406
Washington;01/26/2019;63194;3270406
Washington;2/2/2019;61958;3270406
Washington;2/9/2019;61358;3270406
Washington;02/16/2019;68046;3270406
Washington;02/23/2019;73334;3270406
Washington;3/2/2019;67348;3270406
Washington;3/9/2019;646;3270406
Washington;03/16/2019;62889;3270406
Washington;03/23/2019;59676;3270406
Washington;03/30/2019;56335;3270406
Washington;4/6/2019;53624;3270406
Washington;04/13/2019;52581;3288861
Washington;04/20/2019;51556;3288861
Washington;04/27/2019;49451;3288861
Washington;5/4/2019;476;3288861
Washington;5/11/2019;46218;3288861
Washington;05/18/2019;45093;3288861
Washington;05/25/2019;45044;3288861
Washington;6/1/2019;44252;3288861
Washington;6/8/2019;4391;3288861
Washington;06/15/2019;42773;3288861
Washington;06/22/2019;41773;3288861
Washington;06/29/2019;41972;3288861
Washington;7/6/2019;41599;3288861
Washington;07/13/2019;4413;3305734
Washington;07/20/2019;43338;3305734
Washington;07/27/2019;42764;3305734
Washington;8/3/2019;42965;3305734
Washington;8/10/2019;43284;3305734
Washington;08/17/2019;43539;3305734
Washington;08/24/2019;43229;3305734
Washington;08/31/2019;42522;3305734
Washington;9/7/2019;40665;3305734
Washington;09/14/2019;40889;3305734
Washington;09/21/2019;4083;3305734
Washington;09/28/2019;40741;3305734
Washington;10/5/2019;40842;3305734
Washington;10/12/2019;41027;3317884
Washington;10/19/2019;42101;3317884
Washington;10/26/2019;43371;3317884
Washington;11/2/2019;44478;3317884
Washington;11/9/2019;46326;3317884
Washington;11/16/2019;48374;3317884
Washington;11/23/2019;51224;3317884
Washington;11/30/2019;52829;3317884
Washington;12/7/2019;59916;3317884
Washington;12/14/2019;59316;3317884
Washington;12/21/2019;60383;3317884
Washington;12/28/2019;61333;3317884
West Virginia;1/5/2019;12347;66107
West Virginia;1/12/2019;14088;663426
West Virginia;01/19/2019;14028;663426
West Virginia;01/26/2019;13782;663426
West Virginia;2/2/2019;14757;663426
West Virginia;2/9/2019;14999;663426
West Virginia;02/16/2019;14366;663426
West Virginia;02/23/2019;14348;663426
West Virginia;3/2/2019;1427;663426
West Virginia;3/9/2019;13428;663426
West Virginia;03/16/2019;13532;663426
West Virginia;03/23/2019;12568;663426
West Virginia;03/30/2019;11545;663426
West Virginia;4/6/2019;10966;663426
West Virginia;04/13/2019;10007;666414
West Virginia;04/20/2019;98;666414
West Virginia;04/27/2019;9687;666414
West Virginia;5/4/2019;9567;666414
West Virginia;5/11/2019;892;666414
West Virginia;05/18/2019;8666;666414
West Virginia;05/25/2019;8671;666414
West Virginia;6/1/2019;8877;666414
West Virginia;6/8/2019;8588;666414
West Virginia;06/15/2019;8866;666414
West Virginia;06/22/2019;8652;666414
West Virginia;06/29/2019;8904;666414
West Virginia;7/6/2019;8463;666414
West Virginia;07/13/2019;9381;669336
West Virginia;07/20/2019;9269;669336
West Virginia;07/27/2019;8989;669336
West Virginia;8/3/2019;8649;669336
West Virginia;8/10/2019;8416;669336
West Virginia;08/17/2019;8211;669336
West Virginia;08/24/2019;7974;669336
West Virginia;08/31/2019;767;669336
West Virginia;9/7/2019;7644;669336
West Virginia;09/14/2019;7838;669336
West Virginia;09/21/2019;7823;669336
West Virginia;09/28/2019;7985;669336
West Virginia;10/5/2019;8319;669336
West Virginia;10/12/2019;8486;670192
West Virginia;10/19/2019;8899;670192
West Virginia;10/26/2019;9318;670192
West Virginia;11/2/2019;9761;670192
West Virginia;11/9/2019;10125;670192
West Virginia;11/16/2019;10804;670192
West Virginia;11/23/2019;114;670192
West Virginia;11/30/2019;11262;670192
West Virginia;12/7/2019;14014;670192
West Virginia;12/14/2019;14518;670192
West Virginia;12/21/2019;14267;670192
West Virginia;12/28/2019;14003;670192
Wisconsin;1/5/2019;48982;2827121
Wisconsin;1/12/2019;50273;2833042
Wisconsin;01/19/2019;45888;2833042
Wisconsin;01/26/2019;44587;2833042
Wisconsin;2/2/2019;48011;2833042
Wisconsin;2/9/2019;54782;2833042
Wisconsin;02/16/2019;47683;2833042
Wisconsin;02/23/2019;45863;2833042
Wisconsin;3/2/2019;44312;2833042
Wisconsin;3/9/2019;44487;2833042
Wisconsin;03/16/2019;43947;2833042
Wisconsin;03/23/2019;42319;2833042
Wisconsin;03/30/2019;40083;2833042
Wisconsin;4/6/2019;38304;2833042
Wisconsin;04/13/2019;33123;2839742
Wisconsin;04/20/2019;31454;2839742
Wisconsin;04/27/2019;29636;2839742
Wisconsin;5/4/2019;26352;2839742
Wisconsin;5/11/2019;24838;2839742
Wisconsin;05/18/2019;22949;2839742
Wisconsin;05/25/2019;21608;2839742
Wisconsin;6/1/2019;21075;2839742
Wisconsin;6/8/2019;21636;2839742
Wisconsin;06/15/2019;21574;2839742
Wisconsin;06/22/2019;23915;2839742
Wisconsin;06/29/2019;25106;2839742
Wisconsin;7/6/2019;24961;2839742
Wisconsin;07/13/2019;29809;2845276
Wisconsin;07/20/2019;26526;2845276
Wisconsin;07/27/2019;25635;2845276
Wisconsin;8/3/2019;25235;2845276
Wisconsin;8/10/2019;25799;2845276
Wisconsin;08/17/2019;25087;2845276
Wisconsin;08/24/2019;24157;2845276
Wisconsin;08/31/2019;23279;2845276
Wisconsin;9/7/2019;23006;2845276
Wisconsin;09/14/2019;20411;2845276
Wisconsin;09/21/2019;18955;2845276
Wisconsin;09/28/2019;18491;2845276
Wisconsin;10/5/2019;18508;2845276
Wisconsin;10/12/2019;19041;2848173
Wisconsin;10/19/2019;18962;2848173
Wisconsin;10/26/2019;1943;2848173
Wisconsin;11/2/2019;20121;2848173
Wisconsin;11/9/2019;22085;2848173
Wisconsin;11/16/2019;23174;2848173
Wisconsin;11/23/2019;26913;2848173
Wisconsin;11/30/2019;27603;2848173
Wisconsin;12/7/2019;37499;2848173
Wisconsin;12/14/2019;33276;2848173
Wisconsin;12/21/2019;35984;2848173
Wisconsin;12/28/2019;36158;2848173
Wyoming;1/5/2019;2866;262813
Wyoming;1/12/2019;2938;263399
Wyoming;01/19/2019;2973;263399
Wyoming;01/26/2019;3054;263399
Wyoming;2/2/2019;326;263399
Wyoming;2/9/2019;3137;263399
Wyoming;02/16/2019;3145;263399
Wyoming;02/23/2019;3055;263399
Wyoming;3/2/2019;3216;263399
Wyoming;3/9/2019;3042;263399
Wyoming;03/16/2019;2929;263399
Wyoming;03/23/2019;2907;263399
Wyoming;03/30/2019;2786;263399
Wyoming;4/6/2019;2526;263399
Wyoming;04/13/2019;2304;264598
Wyoming;04/20/2019;2386;264598
Wyoming;04/27/2019;2207;264598
Wyoming;5/4/2019;2103;264598
Wyoming;5/11/2019;1964;264598
Wyoming;05/18/2019;1791;264598
Wyoming;05/25/2019;12;264598
Wyoming;6/1/2019;1842;264598
Wyoming;6/8/2019;1613;264598
Wyoming;06/15/2019;1518;264598
Wyoming;06/22/2019;1518;264598
Wyoming;06/29/2019;1622;264598
Wyoming;7/6/2019;1372;264598
Wyoming;07/13/2019;163;265941
Wyoming;07/20/2019;1853;265941
Wyoming;07/27/2019;1821;265941
Wyoming;8/3/2019;1773;265941
Wyoming;8/10/2019;1663;265941
Wyoming;08/17/2019;1637;265941
Wyoming;08/24/2019;1578;265941
Wyoming;08/31/2019;1461;265941
Wyoming;9/7/2019;1385;265941
Wyoming;09/14/2019;1385;265941
Wyoming;09/21/2019;1304;265941
Wyoming;09/28/2019;1377;265941
Wyoming;10/5/2019;143;265941
Wyoming;10/12/2019;1405;267362
Wyoming;10/19/2019;1504;267362
Wyoming;10/26/2019;1427;267362
Wyoming;11/2/2019;1677;267362
Wyoming;11/9/2019;2001;267362
Wyoming;11/16/2019;2114;267362
Wyoming;11/23/2019;2249;267362
Wyoming;11/30/2019;2346;267362
Wyoming;12/7/2019;2796;267362
Wyoming;12/14/2019;2694;267362
Wyoming;12/21/2019;2692;267362
Wyoming;12/28/2019;2657;267362
